ID,DVI,EVI,GNDVI,GRVI,IPVI,LCI,MSAVI,MSRI,NDRE,NDVI,NGRVI,OSAVI,RVI,SAVI,SRI,TDVI,VREI,WDRVI
A1,14991.14318,1.261580438,0.303096287,2.005451686,0.815131634,-0.016845083,0.77010334,1.148629367,-0.007923302,0.630263268,0.406461293,0.630258791,0.22987336,-0.011885167,4.719400326,1.062447105,0.995414707,-0.049841714
A2,12758.76864,1.196917372,0.306999651,2.017350912,0.802908134,-0.001993512,0.751052506,1.059656153,0.002243809,0.605816268,0.368236796,0.605811272,0.248918835,0.003365025,4.323394944,1.050816139,1.019495054,-0.089803962
A3,12876.58286,1.18823199,0.309165355,2.03075007,0.800874801,0.00143752,0.747030074,1.053776391,0.004000305,0.601749602,0.361782481,0.601744748,0.252941397,0.005999798,4.313825494,1.048698693,1.022452213,-0.093954339
A4,14040.27519,1.198149992,0.292925223,1.941914496,0.803198571,-0.020791064,0.751682501,1.061455123,-0.010628708,0.606397143,0.38352977,0.606392693,0.248293517,-0.015943238,4.332635885,1.051128411,0.98961739,-0.089136352
A5,15423.45322,1.277332743,0.312141221,2.044092618,0.818106699,-0.012948828,0.774680023,1.169536376,-0.005661927,0.636213399,0.406340919,0.636208986,0.225294787,-0.008493119,4.80980584,1.065267169,0.99945927,-0.040178558
A6,14587.69211,1.260346211,0.300190711,1.992519101,0.814832434,-0.020034134,0.769502263,1.147589945,-0.009561054,0.629664867,0.408704086,0.629660251,0.230470114,-0.014341806,4.715846693,1.062133789,0.993140184,-0.050412769
A7,15278.52636,1.329592271,0.349244084,2.268838664,0.826977571,0.02325571,0.786861572,1.263931033,0.016536537,0.653955142,0.399977887,0.653950408,0.213117243,0.024804078,5.29981228,1.073338565,1.047711798,-0.004101544
A8,13704.14899,1.308430878,0.353165817,2.301376037,0.822946623,0.02348108,0.780531595,1.280679538,0.018010537,0.645893247,0.385511344,0.64588801,0.219443102,0.027014804,4.997502193,1.069494186,1.053868268,-0.016742201
A9,14810.25425,1.303341495,0.338628335,2.18128044,0.822778761,0.014409074,0.781519969,1.209347954,0.011354781,0.645557521,0.394916138,0.645552739,0.218453978,0.017031503,4.171161602,1.06961535,1.035653391,-0.023279952
A10,12602.29995,1.164676495,0.295449906,1.963059078,0.796485095,-0.013198587,0.740420287,1.021498818,-0.005240746,0.592970191,0.362903024,0.592965361,0.259550395,-0.00786158,5.452256971,1.044568371,1.003333354,-0.108590088
A11,15035.94886,1.348921616,0.356450008,2.317792262,0.830401414,0.026483495,0.791740134,1.294927324,0.018853827,0.660802829,0.403324599,0.660797892,0.20823797,0.028279904,4.605178488,1.076497528,1.054098385,0.008618397
A12,14498.55905,1.243089025,0.303322429,1.996875731,0.811614672,-0.013521524,0.764563104,1.123136899,-0.006166074,0.623229344,0.397342375,0.623224808,0.235416538,-0.009249366,4.701559515,1.059087632,0.998759683,-0.061227749
A13,14438.84736,1.260414347,0.31154275,2.040031745,0.814929508,-0.017885095,0.769781462,1.145706762,-0.008227306,0.629859017,0.397970415,0.629854355,0.23019287,-0.012341206,4.501563169,1.0622549,0.995598909,-0.050701254
A14,14437.40707,1.227126988,0.292952004,1.951055386,0.808723833,-0.020738135,0.760368394,1.100182477,-0.010014919,0.617447666,0.398188939,0.617443177,0.239609755,-0.015022598,4.875763031,1.056402619,0.992192267,-0.071414996
A15,14620.34764,1.28218618,0.318381907,2.08892365,0.818708072,-0.006758856,0.775054654,1.181401059,-0.001582553,0.637416143,0.402954115,0.63741141,0.22491965,-0.002374229,4.736043099,1.065714598,1.009317337,-0.036105701
A16,14618.58476,1.261878211,0.309757516,2.045437949,0.815032228,-0.009842808,0.769653026,1.151210846,-0.003439672,0.630064456,0.400057265,0.63005986,0.230324234,-0.005159836,4.85552332,1.062287397,1.005276628,-0.04916654
A17,14798.62717,1.280647389,0.316559565,2.079698401,0.818560212,-0.015921136,0.775114718,1.177608461,-0.007114225,0.637120424,0.403628098,0.637115792,0.224858384,-0.010671585,5.087346731,1.065637315,0.997879474,-0.037483782
A18,14694.62569,1.317886038,0.332459675,2.153955468,0.825480411,0.004474138,0.785647046,1.229616576,0.005509567,0.650960822,0.408520177,0.650955886,0.214327208,0.008263755,5.361230394,1.072167273,1.024156531,-0.014156667
A19,15546.33952,1.344963646,0.345347859,2.246794277,0.830003599,0.015818612,0.791689708,1.280879128,0.012132396,0.660007199,0.411304637,0.660002482,0.208289086,0.018197975,4.926048869,1.076246517,1.038329195,0.004814513
A20,14937.35038,1.295771267,0.326418788,2.109948699,0.821473194,-0.001526052,0.779660516,1.195573515,0.001828495,0.642946389,0.402461808,0.642941689,0.220313923,0.002742283,4.778206978,1.068413174,1.01599199,-0.028494617
A21,14620.51055,1.268281963,0.318430289,2.090822095,0.816229682,-0.009524933,0.771506259,1.160413719,-0.003159623,0.632459363,0.395233237,0.63245473,0.228472689,-0.004739791,4.531692363,1.063423345,1.006595136,-0.045147593
A22,15217.5881,1.227763705,0.291163063,1.963955898,0.808654515,-0.01335197,0.759866072,1.10464311,-0.005815228,0.617309029,0.39957794,0.617304788,0.240112009,-0.008723118,4.889351997,1.056252243,1.000650181,-0.070371221
A23,14427.51976,1.28376827,0.323078629,2.116493659,0.819018714,0.00161469,0.775608298,1.184052647,0.00363334,0.638037428,0.399091343,0.63803263,0.224365658,0.005449479,4.472391907,1.066023865,1.020644514,-0.035098175
A24,14210.18191,1.219244301,0.294863476,1.96156612,0.807046514,-0.016951437,0.757346681,1.092071031,-0.007996798,0.614093029,0.392548861,0.614088533,0.242630474,-0.011995436,4.713460678,1.054719587,0.996110695,-0.075702722
A25,14792.44738,1.251714514,0.318442153,2.097955906,0.812889715,0.010553534,0.765980751,1.14256726,0.008837918,0.625779429,0.38667967,0.625774955,0.233989168,0.013256303,4.691337958,1.060174258,1.030814343,-0.054559749
A26,14573.03973,1.257170302,0.314625138,2.053882991,0.814260631,-0.003293641,0.768650555,1.142531422,0.000538477,0.628521263,0.393431848,0.628516651,0.231325598,0.000807283,4.994211193,1.061598144,1.013177641,-0.052493619
