ID,DVI,EVI,GNDVI,GRVI,IPVI,LCI,MSAVI,MSRI,NDRE,NDVI,NGRVI,OSAVI,RVI,SAVI,SRI,TDVI,VREI,WDRVI
A1,14228.10963,1.234031805,0.305710254,2.023575328,0.80969904,-0.000183771,0.761154446,1.114149431,0.003003217,0.61939808,0.389068773,0.619393441,0.238818657,0.004504239,4.574969752,1.057174739,1.020332215,-0.066159993
A2,13338.8131,1.148522393,0.277475832,1.889423662,0.792786258,-0.019392034,0.731961345,1.004363631,-0.009165318,0.585572516,0.370752503,0.585568092,0.268010964,-0.013748297,4.107970723,1.040520412,0.995303345,-0.117235782
A3,14885.71605,1.284843409,0.314763541,2.087949844,0.81936849,0.002474745,0.776313958,1.18173207,0.004826313,0.63873698,0.406112511,0.638732269,0.223662812,0.007238832,4.867946602,1.066395667,1.024922459,-0.035066193
A4,15307.401,1.278858509,0.316105575,2.095149578,0.818054946,0.006224859,0.774052783,1.178378714,0.006701379,0.636109892,0.402269032,0.63610538,0.225925893,0.010051472,4.867876263,1.065093872,1.027846844,-0.037986714
A5,14589.01021,1.263777755,0.310223308,2.058376984,0.815247532,-0.001855134,0.769766829,1.156989837,0.001491588,0.630495064,0.400422652,0.630490423,0.230206549,0.002236906,4.77085073,1.062442649,1.016233818,-0.047436763
A6,15345.62825,1.338098628,0.355592147,2.347162691,0.827983777,0.035204199,0.787490817,1.292154836,0.024441721,0.655967554,0.398187471,0.65596278,0.212485959,0.036661619,5.481474564,1.074084745,1.067384099,0.003590741
A7,14667.57659,1.2804498,0.321044709,2.100067722,0.818288861,0.004233123,0.773961307,1.179081493,0.005396393,0.636577723,0.398773413,0.636572977,0.2260097,0.008093993,4.86549241,1.065230876,1.023994943,-0.037074157
A8,14779.94427,1.296317817,0.317675167,2.101922662,0.821301317,0.005371992,0.778991032,1.202958272,0.006419416,0.642602634,0.41019865,0.642597834,0.220982581,0.009628458,4.978308649,1.068157936,1.02812659,-0.027040961
A9,14777.69282,1.270620496,0.305531738,2.027834211,0.816525415,-0.009253472,0.771582071,1.165337721,-0.002936823,0.633050831,0.408427194,0.633046225,0.228395551,-0.004405598,4.804424047,1.06362493,1.006777339,-0.043305853
A10,14955.23506,1.283766568,0.314179559,2.090236516,0.819061632,0.00479472,0.775705413,1.183309977,0.006183802,0.638123264,0.406425103,0.638118604,0.224267146,0.009275063,4.884516365,1.066073853,1.028025471,-0.035268341
A11,14676.55437,1.2572981,0.306238916,2.042470671,0.814064412,-0.007931292,0.767965797,1.147032969,-0.002005499,0.628128824,0.400186116,0.628124255,0.2320076,-0.003008652,4.723553026,1.061327595,1.009461514,-0.051619948
A12,14852.11754,1.307815744,0.31969291,2.097949489,0.823498498,-0.004244444,0.782366239,1.216846879,0.00051285,0.646996996,0.414745447,0.646992177,0.217610095,0.000768785,5.033641638,1.070240587,1.014743661,-0.020160892
A13,14724.67846,1.290106004,0.320980276,2.121566273,0.819912938,0.014049543,0.776390554,1.197948799,0.011896109,0.639825875,0.403820288,0.639821072,0.223582014,0.017843358,4.966016953,1.066742456,1.040000001,-0.030191475
A14,14899.89984,1.267044828,0.313060825,2.078042344,0.815920603,-0.003828348,0.770864569,1.160362576,0.000498116,0.631841205,0.399003486,0.631836621,0.22911254,0.000746682,4.783013962,1.063095575,1.015085267,-0.045639174
A15,14475.44891,1.266191824,0.310075353,2.055595675,0.815821566,-0.00543609,0.770837849,1.157699199,-0.000227891,0.631643132,0.401494227,0.631638431,0.229136861,-0.000342315,4.766374632,1.063028985,1.013790565,-0.046396846
A16,15476.98123,1.315178155,0.318220661,2.100682974,0.825133884,0.011627252,0.785320234,1.221383632,0.010316662,0.650267768,0.418495093,0.650263133,0.214653975,0.015474338,5.037043812,1.071887543,1.035192662,-0.016547384
