ID,Time1,Time2,Time3,Time4,Time5,Time6
B7,23.90266293,41.80596106,41.42471084,57.76468928,99.45677299,111.192781
B8,29.48429019,31.02151217,38.64026195,53.67604769,93.31988841,100.7221117
B9,26.31439389,36.32795661,45.94670639,68.75515596,91.85217644,103.9059783
B10,23.60588207,44.24949695,40.86824673,74.89393463,107.9404179,98.85890252
B11,35.02847943,32.04186699,51.66061677,55.062801,98.06086227,101.3343245
B12,22.71276388,29.57490033,39.19365011,61.98163713,89.28623277,99.85414455
B13,23.11337184,30.32604027,49.94479005,68.86334903,125.9967388,110.3048285
B14,20.67351358,25.75130602,35.3700558,53.59701498,85.99764007,97.55998797
B15,19.53714486,26.62061467,43.23936445,59.52047277,96.02359076,96.28157316
B16,27.15596051,37.38151065,39.44266452,62.41378181,88.3971645,105.3771241
B17,26.67015901,36.53135802,36.23557704,67.35205955,97.00008625,104.7698722
B18,24.97740887,33.56904529,35.72163509,65.89184513,86.74049078,102.6539346
B19,25.81550599,35.03571524,42.13533747,60.5958771,75.51121484,103.701556
B20,19.64867612,24.24376298,33.36135882,67.96158051,92.31252022,95.99301864
B21,23.27413441,27.58831499,42.50601126,64.59391664,101.3661128,100.5248415
B22,17.51944295,34.51760492,37.62050898,64.4536617,91.42848712,103.3314772
B23,21.18303013,26.92888249,38.41928401,54.92448316,96.94559625,97.91096115
B24,26.99721471,37.3537055,44.18738657,62.60166315,85.02225509,113.9286919
B25,24.30477293,27.14193239,51.55807091,57.52827433,87.36080744,98.06313965
B26,20.59416682,25.89837171,36.64946466,66.96882229,91.70133,97.17488202
B27,17.76813733,29.70282009,46.14953515,68.04732362,87.8171525,132.8923452
B28,22.76156126,34.69131196,42.89159003,46.62478567,92.56449343,86.88412506
B29,19.40253025,29.0630077,37.30331919,59.81792926,91.26000482,133.4353363
B30,20.67132463,26.03339786,33.43388324,66.90268477,94.4793317,97.27132927
B31,24.56221515,25.84245628,38.22714992,56.78612039,86.52652647,97.13494243
B32,21.31603944,27.16164878,39.38390336,58.61274936,86.54831673,98.07722279
B33,23.17946625,30.4226457,40.53761373,64.0012582,90.28035764,100.4065063
B34,18.57954777,27.62278836,53.46973037,68.35075606,94.07053801,98.4066082
B35,26.31438837,35.90875941,45.51363758,62.8257423,93.65638354,104.3251589
B36,19.81841598,24.54080773,41.35098522,53.0396471,97.33220272,96.20519346
B37,22.98936724,30.08997243,38.69196916,55.51833714,95.89197791,98.16888254
B38,25.84316541,35.08411923,40.28319318,68.23393008,93.97085407,103.7361303
B39,20.42696073,25.60576103,33.51276688,56.35070579,95.81338158,96.96587439
B40,23.93935052,31.75244316,36.34606404,55.9044722,86.30129593,101.3563616
B41,17.10401776,26.79061085,38.25419538,66.9980836,78.01929353,99.81219569
B42,20.47201985,25.6846145,35.46249435,61.78457481,89.15005194,97.0221983
B43,25.47822956,34.44548149,44.34105392,59.39231595,90.21016411,103.2799604
B44,26.61212952,36.42980642,34.83448916,67.18807075,93.40354013,104.6973354
B45,22.44746885,29.14165025,43.94192763,55.11498878,95.82896268,99.49150955
B46,26.50200708,23.75036838,37.74112029,59.26980197,98.8709027,100.4367853
B47,25.46665204,30.50605422,44.67041022,67.59424651,87.25066606,102.9839576
B48,21.67229083,35.60644401,39.0816878,57.95245611,93.36644985,98.01336187
B49,22.38470233,30.83266759,38.5065108,55.17703288,99.07853056,101.2036152
B50,26.77881578,29.50518369,37.29473769,71.80320273,94.75193327,108.0287326
C1,16.63948726,17.9068492,20.959396,38.19967251,59.14277869,67.93192929
C2,25.15368576,23.99597139,30.04851819,32.62243385,65.24845818,87.3854026
C3,14.46093563,25.82206489,26.87461169,52.41672355,54.62438582,65.4810587
C4,15.29903274,22.39349698,28.44604378,30.92153309,62.41245299,66.42391795
C5,9.132202877,10.83069098,16.88323778,33.46679408,51.75833606,59.48623435
C6,12.75766117,17.62842528,23.68097208,43.91720982,62.86255688,73.56487493
C7,15.0029697,21.83837877,27.89092557,29.80692248,56.93016125,66.09084703
C8,17.66655689,23.70760475,19.76015155,38.73323136,57.90010236,71.21238262
C9,11.48074146,25.23420083,21.28674763,33.59790079,64.9042269,84.12834026
C10,7.788299684,13.93587249,19.98841929,38.91560409,66.56862931,61.34934326
C11,10.07769358,12.60348605,18.65603285,47.71284358,55.75103601,77.54991139
C12,12.25166409,16.67968075,22.73222755,42.33918335,59.28683589,62.99562822
C13,27.24508801,24.66735061,32.71989741,38.62646794,63.33075968,82.98823013
C14,11.88605701,15.99416748,38.04671428,47.71580491,72.61643079,62.58432025
C15,10.15485138,12.74815693,18.80070373,36.0447907,51.84640142,70.63671392
C16,13.81982123,19.46747212,23.38146977,31.85065436,56.88761569,64.91230826
C17,9.257624957,11.48362865,26.99835057,38.14030351,64.73693883,59.20956292
C18,11.57065677,15.53143433,18.12968249,27.69089652,53.48108623,62.10085269
C19,10.69396883,13.99723042,31.58867862,32.98836283,62.4260096,77.00499275
C20,15.01601998,21.56081994,20.09208003,30.96521203,74.62847305,66.4075567
C21,12.0870304,16.43508818,25.86966443,39.74945277,59.72356384,72.74631972
C22,17.97941449,21.49676034,26.31106112,24.57738741,56.11223829,57.36179984
C23,14.99801575,26.52931253,29.29689333,40.04748208,53.52715391,64.3850514
C24,9.853638238,16.27665189,33.26948077,33.1634082,67.22825663,83.20457952
C25,12.01755317,25.31350302,25.89973913,43.76781003,56.07821563,62.65947318
C26,14.53470094,20.71851162,19.32693803,37.34587453,47.33615015,65.8059079
C27,13.53266872,18.96495524,18.83093466,29.882311,55.85984146,64.55336762
C28,14.18035888,23.09841302,24.0285427,33.83735061,59.33631451,65.36298032
C29,8.503897856,10.16460623,16.47120363,42.43206552,60.11638812,58.26740404
C30,12.30143226,16.81029144,23.16088916,36.70458244,64.48048117,63.01432205
C31,10.25985075,13.23752379,26.71998698,39.47496151,58.97122808,60.46234516
C32,11.53743197,15.47329093,18.07875493,41.01598431,54.7163608,62.05932169
C33,13.4010677,18.73465344,21.38749211,39.09755495,57.19231131,64.38886634
C34,11.31328294,17.08103013,13.32797147,42.23829082,63.32492596,61.7791354
C35,9.387983064,11.71175534,27.87939888,29.14749755,56.89382664,59.37251055
C36,10.44785545,13.56653202,28.68581496,41.17705098,59.85394454,65.69735104
C37,13.84334437,19.50863762,34.07358941,30.64644999,66.38623549,64.94171218
C38,11.84007391,16.00291431,25.16451937,39.38514488,54.96220763,62.43762411
C39,14.80446634,21.19060107,29.02824129,33.80486843,53.92231039,66.14311465
C40,9.321816823,11.59596442,38.9561321,29.11895128,56.94354713,59.28980275
C41,11.9780416,16.24435778,23.79716988,33.63119374,66.82537522,62.61008372
C42,16.37855551,23.94525712,20.43454046,42.36195637,60.10333562,68.11072611
C43,15.64330858,31.658575,15.58844842,40.43598333,59.95390728,67.19166745
C44,19.59065216,15.56642625,16.00624379,33.60306257,63.7474992,67.12584692
C45,9.899320871,12.6065965,22.76528622,32.79212766,72.61136211,55.01168281
C46,11.51009007,22.9908639,31.20556313,37.93100825,58.57794408,64.15769338
C47,13.41231426,15.94187526,25.01001152,42.19069238,62.38787095,62.0801635
C48,7.406560198,19.08118597,24.99850339,34.37174529,59.33034061,66.22529172
C49,13.09240807,17.6120647,34.37019913,40.8937964,60.22744164,72.37149488
C50,11.57760315,11.03614263,21.34058929,34.29179638,57.20425347,59.10173482
D1,8.320680937,9.993715523,31.62021206,45.69400125,58.97412868,67.09301282
D2,18.07450523,27.40713606,22.0336326,48.44744043,80.37875785,94.94106514
D3,6.937932032,14.90106133,25.52755787,67.84353399,61.77969187,70.0374203
D4,9.338013552,11.90121418,32.52771072,51.1337202,64.1258335,68.23751201
D5,14.07285415,20.7790403,31.40553684,41.94708372,67.82200654,73.56420769
D6,7.576881763,18.59909207,29.22558861,39.77568504,62.76735726,66.25623875
D7,10.74783302,14.54462568,35.17112222,41.4378218,59.53855204,69.82355891
D8,13.60163119,24.89549726,30.5219938,34.65468851,71.47075263,83.03408186
D9,8.185426509,9.740113471,20.36661001,37.60218952,53.2495207,66.94085159
D10,11.6978163,16.32584433,26.95234087,48.80314603,56.68995296,70.8922901
D11,16.86248355,11.00959542,31.63609196,38.4064979,59.0069696,67.70254075
D12,8.230485632,9.824599325,24.45109587,48.54144685,55.61704692,76.9915431
D13,13.23669534,19.21124254,29.83773908,35.78049742,66.39815496,72.62352903
D14,14.3705953,21.33730496,31.9638015,42.65405013,54.85446918,73.89916648
D15,10.20593464,13.52856621,29.15506275,46.9230461,75.91350161,69.21392323
D16,7.455508463,8.760076653,31.10703967,44.92498719,54.53539258,65.73113427
D17,11.63475833,16.07376392,19.00064285,46.12477718,63.57504765,70.9551966
D18,9.158074709,11.73956758,26.92123161,40.70799429,58.92923616,67.85934207
D19,12.66400795,21.12495076,21.21138902,46.51193574,66.22144473,74.99175863
D20,8.97292887,11.41556237,29.69710891,35.75419334,64.69773544,67.62790978
D21,7.911471885,9.558012641,34.20501216,37.37685693,55.7924252,56.30108854
D22,12.66829734,17.88245719,32.51869077,47.65240991,57.97370402,72.24712036
D23,7.158702824,8.240666785,25.44304515,44.82561802,45.60873322,65.36012722
D24,10.14417526,13.46524355,19.95381506,37.7624678,62.10219696,83.09196777
D25,14.50198661,14.09141341,27.99588562,40.14597186,68.70703275,69.53923195
D26,11.2098546,19.3301824,29.53273625,42.61083134,63.48566991,70.42406694
D27,9.072531253,11.58986654,20.83191701,45.48062225,58.20136555,67.75241275
D28,10.3188472,13.77091944,24.4646162,52.73481354,62.32179001,77.31030769
D29,14.04573355,20.29297056,22.06222648,39.68977474,67.71805469,73.96891563
D30,10.27316211,7.690970531,19.72385172,35.56160162,54.24844304,69.25320132
D31,13.53274471,19.39524008,24.45492951,43.05750336,66.90557405,75.32767957
D32,17.72544843,13.73247159,27.82142807,44.73599948,60.15993891,69.56855922
D33,11.27982279,15.45262672,22.07484194,35.49239084,54.59309131,79.51152717
D34,9.695461143,12.67999384,19.6772394,38.50433899,58.59735142,68.53107512
D35,7.586700458,8.989662644,28.29638043,42.90096264,64.11890431,65.89512426
D36,13.89234136,20.02453422,23.08081683,44.83814125,53.90107139,73.77717538
D37,8.81977413,11.14754157,20.32253403,47.1358923,64.65030698,67.43646635
D38,6.895707503,7.780424973,19.91908924,47.95759952,68.32522718,65.03138307
D39,13.99175845,20.19851413,31.23859984,42.23676496,47.93533912,83.90144675
D40,12.17471312,17.0186848,29.4718955,44.60977728,63.17465427,71.63014008
D41,7.548297295,8.922457109,30.3449143,46.30135638,69.85260631,65.84712031
D42,10.80422018,14.62032216,32.66239711,55.0251435,61.69695553,69.91702391
D43,14.04267284,20.28761431,20.3628269,35.08644359,73.04466907,73.96508974
D44,11.09380976,15.12710391,20.29901749,41.3378087,57.89450426,70.27901088
D45,9.646025184,12.59348092,37.09607443,39.20471926,55.2049266,68.46928017
D46,8.789382898,19.880349,21.27720303,46.52156436,59.48608375,81.00239815
D47,9.44897915,10.72802769,22.59639553,46.85879587,66.7536219,73.89544796
D48,11.07947761,7.871632881,25.85739244,42.57895101,61.25628718,66.62620804
D49,14.67954894,11.87368948,23.0575351,39.80631813,63.9658523,69.30921257
D50,13.82253446,20.6458505,31.34350615,36.11598693,56.40038697,67.25038053
E1,13.80836234,19.77381803,35.18293278,53.71330204,64.25321766,70.33687551
E2,9.246166072,11.21970003,21.62881478,47.76456178,73.21657291,65.20440471
E3,11.55919789,15.55663468,17.96574943,55.90105174,57.87604739,67.8065655
E4,10.68250994,13.91284478,24.32195953,43.49623114,65.71911411,66.82029156
E5,15.0045611,22.01669069,32.42580544,41.19523808,80.25895869,71.68259911
E6,12.07557152,16.52483523,26.93394998,45.93650364,67.27459688,78.38748584
E7,21.96795561,31.94805541,44.35717016,49.02949858,61.73915001,61.64141794
E8,14.98655686,21.98293275,32.3920475,42.99377521,71.43623198,84.66234435
E9,17.84217935,36.71222493,27.12133968,46.86765427,81.4029453,71.49991965
E10,12.00609429,16.39456543,36.80368018,35.01243961,67.31111616,78.30932395
E11,9.523242054,21.11421749,35.52333224,47.84569081,59.32985768,89.14111519
E12,24.52120984,19.23540708,29.64452183,45.32297596,74.72756788,70.01382895
E13,14.1689,25.44982613,30.85894088,50.35634594,65.03894907,94.74248038
E14,8.492438971,9.806461711,20.21557646,45.6767355,59.50503734,64.35646172
E15,12.28997338,16.92683872,27.33595347,65.34916971,63.98536978,98.62868793
E16,14.17130323,20.28437694,32.75838205,51.30509169,70.92207618,70.91513925
E17,11.54672033,15.69135687,21.90634699,50.75739826,67.75685409,67.63441063
E18,16.44991548,22.52194839,38.68125068,41.10994315,66.02630625,59.51340457
E19,10.74629644,14.29061507,31.98579745,49.44491774,59.12718202,66.63388077
E20,11.94406632,16.38671235,30.59617426,42.76106998,65.15180434,68.13109312
E21,16.86190902,24.99293708,28.50707994,40.51670049,61.12676558,74.27839649
E22,10.2217738,13.37270044,23.96724424,52.56635203,70.02522932,75.97822747
E23,9.71650739,17.48848423,21.8893456,51.66765552,57.57669693,81.34664446
E24,10.12341065,8.200564942,28.10874584,48.52610887,60.75546679,65.85527354
E25,14.5082122,20.87396765,38.66643492,53.89655442,59.26880202,71.33627547
E26,13.94220726,19.883459,27.22854788,39.7483421,62.01544174,76.62876929
E27,16.11930833,23.69338587,19.27965151,46.76569982,67.61776212,73.35014563
E28,14.37214813,26.63585553,31.76023433,40.67519648,71.33261098,66.16619538
E29,17.88477729,21.53295656,22.54855529,43.42933882,67.46004708,71.80698184
E30,13.1572412,18.50976839,26.74129168,45.35339459,64.51033504,69.64756172
E31,14.26686299,24.45160653,33.01370014,47.68919971,63.55284509,77.03458895
E32,11.56259907,31.71914468,23.47425204,50.76102799,70.7317312,79.65425906
E33,15.2784078,27.22180996,25.10281999,42.2952389,59.13071851,52.29901998
E34,16.82673073,24.93137508,36.73013376,45.89925138,58.50021016,74.23442363
E35,12.50360768,17.36590974,33.7707242,62.74130957,69.89447859,68.83051982
E36,11.48177301,15.57769906,33.72701555,49.73977459,67.39050702,80.55322648
E37,12.26395501,16.94651757,25.91686469,42.47387332,58.04122719,83.53095398
E38,9.071892285,11.3604078,23.83300486,51.10441368,56.5123677,64.54087558
E39,10.45895158,13.78776157,31.63021718,59.87923166,54.00884596,66.2746997
E40,15.72998994,23.0120787,23.22762195,52.80433001,66.09914341,72.86349765
E41,10.83744965,14.45013318,29.24651714,47.17594008,61.23959374,69.74782228
E42,7.900955036,11.56126761,35.76599171,56.7800067,59.6503117,56.82720401
E43,9.601684713,8.287544548,22.26257558,41.85708155,44.04773747,65.20311611
E44,10.95394481,14.65399973,26.51180629,46.17710781,64.55573777,59.89344124
E45,14.84523703,21.46376111,34.58522098,43.02079712,73.12062971,71.75755651
E46,17.37475478,19.51464365,23.4403053,51.08800588,63.44578831,69.3767743
E47,13.14933714,16.76034091,28.98947,42.21101323,54.81460682,63.13075042
E48,15.64641054,23.02818862,33.9836168,38.84389663,59.22849705,72.64816911
E49,10.90723144,19.9808701,21.5052586,51.26198579,61.65585082,71.00910361
E50,13.9805725,16.24097441,30.65194074,48.08215646,70.88016795,69.91313665
F1,9.606180035,12.18080473,21.1758193,54.91681819,65.40297259,66.50453546
F2,10.88376126,14.57626952,33.57128409,49.42980724,54.91004795,67.94181433
F3,12.74739698,18.0705865,37.06560107,40.60287306,58.92780025,70.03840452
F4,17.65961223,24.15599009,23.15100466,43.86080713,60.0698109,67.68964668
F5,8.734312348,12.54605282,19.54106739,41.36079679,66.81082989,75.52368431
F6,6.794184735,22.53331355,21.52832812,47.55366502,67.79004942,66.71604075
F7,13.18967365,18.89985527,27.89486984,39.96920746,97.04663268,70.53596578
F8,11.18640319,15.14372315,24.13873772,51.52607301,63.5141905,88.28228651
F9,14.15079563,20.70195897,29.69697354,49.53577918,68.20585282,71.617228
F10,8.668146107,10.42199112,19.41700569,58.20496216,80.83257738,65.44924729
F11,19.32437089,15.40241258,24.39742715,47.35042696,61.85383754,68.43750017
F12,15.72488479,23.65337615,42.64839072,53.17217014,77.77064468,93.38807831
F13,21.98963787,32.27478817,31.26980274,45.85132977,57.95753291,72.56092552
F14,14.93698144,17.17605737,26.17107194,51.71372294,52.39342728,84.50168704
F15,9.245650156,11.50481121,20.49982578,46.73387481,60.60083595,96.09893935
F16,14.65955937,21.28879599,26.20468133,41.00867934,56.35830157,72.5566822
F17,11.86015218,16.38983341,21.57138244,49.33895756,66.76602162,69.05742322
F18,10.98320628,14.85517809,27.8925512,48.00560322,73.05704944,67.96124085
F19,9.851525999,12.87473759,29.24014789,42.41320012,61.77278409,86.54664049
F20,8.768705736,10.97980213,21.96317848,44.4237153,66.44310593,65.19311517
F21,16.99988953,14.88437377,24.45931923,54.61417876,63.81902475,67.98209491
F22,12.45541656,17.43154607,37.32662028,42.76211291,54.57182934,73.80150369
F23,9.615076149,12.46095035,26.54386051,46.79996597,64.09403954,66.25107818
F24,11.43807806,15.6512037,19.57830837,56.4523337,66.87324717,68.52983057
F25,8.623859396,25.47632104,31.25333522,45.43241234,63.23515737,80.26205724
F26,11.89833055,16.45664556,23.36968224,52.28081998,55.89138009,69.10514619
F27,10.71117062,14.37911568,19.23505448,44.09360505,67.28416777,67.62119627
F28,13.07981532,18.5242439,24.9278028,40.77577331,66.84432826,70.58200214
F29,10.8776457,18.67044707,20.71441447,52.52534398,56.4695669,69.82929012
F30,17.72349709,11.40068701,24.37315225,45.13598188,64.82404071,67.63660436
F31,12.14943761,16.89608291,22.74639474,49.29679463,67.58563899,57.41903001
F32,13.80260893,19.78913272,31.33029009,55.10171805,60.28022218,71.48549416
F33,9.648757549,12.51989281,32.99985517,45.72197333,58.55737801,66.29317993
F34,11.18190299,15.20289734,20.77281532,57.05397263,77.0212283,68.20961174
F35,10.00542754,13.14406529,26.2895532,46.4569187,57.50959336,86.73901742
F36,12.91971847,18.24407442,19.47495032,49.2825808,62.30841573,70.38188109
F37,9.350561972,11.99805055,31.10796048,47.74354334,64.98235678,65.92043546
F38,14.78908694,21.51546924,24.77439287,58.68644914,82.76370456,72.71859167
F39,13.85247808,19.87640373,19.84637217,50.66280346,52.04057404,74.54783059
F40,16.22621124,18.78043677,26.27001969,47.26727065,65.74974613,79.76499705
F41,12.82407703,18.0767019,31.36674587,45.83414304,75.01759015,67.26232929
F42,10.85783853,14.63578452,26.9261888,40.54741955,54.67021345,69.80453115
F43,7.118619533,16.84215128,23.42821011,39.50332961,59.72190672,78.38050741
F44,14.87739279,21.67000448,29.09021746,54.38086059,47.10157651,72.82897398
F45,12.53393484,17.56895307,34.25696204,41.96216675,65.55989604,69.89965155
F46,9.868888492,19.67645932,21.43665879,49.79774902,60.5725948,77.20371512
F47,12.31589032,27.37395711,20.33066244,46.49561406,77.68372923,65.76279774
F48,18.69632382,18.07502105,29.09152944,52.16290622,58.41000616,67.9691645
F49,14.68848628,13.80526909,31.07585437,47.00239582,60.77646134,72.7970177
F50,11.0444082,11.81662383,23.7876982,44.46877282,67.58622272,68.69596629
